Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Mondo Cozmo,Bittersweet Symphony - Jim Eno Sessions,41,0.396,0.774,9,-8.22,1,0.03,0.0266,0.0347,0.0702,0.462,169.959,323467,4,10
Alluvial,Colony,35,0.413,0.987,7,-3.675,1,0.17,0.000403,0.667,0.125,0.167,149.992,176800,4,8
Joe Nichols,Brokenheartsville,59,0.686,0.631,10,-5.182,1,0.0232,0.126,0.000183,0.107,0.509,103.953,3.839333333,4,4
Itay Levi,◊ó◊ï◊ò◊ô◊ù ◊ï◊û◊ô◊ß◊®◊ï◊§◊ï◊†◊ô◊ù,21,0.7,0.701,2,-4.973,0,0.0414,0.199,,0.111,0.774,149.917,208917,4,9
Orions Belte,Joe Frazier,44,0.432,0.63,7,-9.511,0,0.0384,0.0663,0.687,0.223,0.569,133.77,338613,4,6
Sarit Hadad,◊õ◊©◊î◊õ◊ú ◊ô◊í◊û◊®,42,0.52,0.305,8,-7.227,1,0.0384,0.791,,0.0882,0.53,101.335,173824,4,9
The Darkness,All the Pretty Girls,30,0.248,0.943,7,-4.252,1,0.172,0.000119,0.00428,0.136,0.378,172.435,198347,4,10
Brittany Howard,Stay High,54,0.598,0.853,9,-5.373,1,0.0545,0.132,0.00297,0.132,0.312,121.988,191396,1,10
If We Were Vampires,Jason Isbell and the 400 Unit,,0.629,0.208,5,-16.225,1,0.0324,0.824,3.70E-06,0.107,0.685,96.609,3.592733333,4,0
Erik Ekholm,Extinction,36,0.437,0.776,7,-9.259,1,0.0348,0.000153,0.816,0.0989,0.193,140.021,243857,4,8
Sean Ono Lennon,Parachute,43,0.538,0.532,6,-9.61,0,0.0249,0.555,7.27E-05,0.118,0.433,77.018,199320,4,10
Nick Cave & The Bad Seeds,Tupelo - 2009 Remastered Version,38,0.504,0.69,5,-10.309,0,0.0849,0.0553,0.0365,0.255,0.577,109.038,438227,4,10
FKA twigs,mary magdalene,56,0.391,0.444,1,-13.137,0,0.119,0.488,3.26E-05,0.111,0.159,171.831,321067,5,6
Glom,Immortalized,14,0.491,0.835,4,-6.445,1,0.0416,0.0466,0.289,0.261,0.504,118.447,183366,3,10
"Antonín Dvořák, Busch Trio, Maria Milstein, Miguel Da Silva","Bagatelles, Op. 47: IV. Canon (Andante con moto)",23,0.121,0.0825,4,-24.735,1,0.0537,0.935,0.662,0.107,0.0735,75.31,2.395333333,3,7
Paul McCartney,Seize The Day (feat. Phoebe Bridgers),58,0.214,0.457,1,-10.538,0,0.0502,0.627,0.0191,0.108,0.432,178.011,209421,4,6
AC/DC,Highway to Hell,83,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4,8
Lata Mangeshkar,Jeevan Ke Safar Mein Rahi - Female Vocals,3,0.521,0.39,5,-6.973,1,0.0319,0.833,,0.295,0.464,102.272,2.562216667,4,3
"Sandeep Chowta, Abhay Nayampally, Alex Sill, Anthony Crawford",Kaleidoscope,11,0.55,0.486,5,-11,1,0.0264,0.62,0.821,0.171,0.311,79.988,4.05,4,0
Hiatus Kaiyote,Red Room,64,0.687,0.361,7,-9.782,1,0.0501,0.631,0.00479,0.117,0.453,80.935,232053,4,1
Yuval Dayan,◊™◊©◊ê◊ú ◊ê◊™ ◊î◊û◊ô◊ù,39,0.653,0.523,8,-10.083,1,0.0576,0.326,0.00539,0.373,0.35,89.024,187053,4,9
Arlo Parks,Eugene,65,0.606,0.589,7,-7.194,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,221804,4,6
Volumes,Pixelate,40,0.376,0.956,1,-4.936,1,0.0921,7.25E-05,0.112,0.117,0.406,200.211,190436,3,8
Jasta,Strength to Draw the Line,41,0.353,0.994,6,-3.38,1,0.204,0.0002,,0.39,0.154,184.932,168164,4,8
Mudvayne,Dig,64,0.623,0.983,11,-3.548,0,0.151,9.62E-05,0.0617,0.261,0.271,134.975,162293,4,8
Mick Fleetwood and Friends,Rattlesnake Shake (with Steven Tyler & Billy Gibbons) - Live from The London Palladium,38,0.492,0.871,2,-8.919,1,0.0623,0.0157,0.00405,0.847,0.354,106.399,289800,4,2
Westy,Residence,12,0.618,0.448,9,-10.248,0,0.0676,0.027,0.767,0.0924,0.074,107.181,167889,3,5
Gracie Abrams,Brush Fire,7,0.528,0.367,2,-9.227,1,0.055,0.878,0.000146,0.0795,0.293,128.715,190427,4,9
Deap Vally,Bring It On,38,0.612,0.622,2,-6.698,1,0.0559,0.266,0.000677,0.174,0.594,81.972,179268,4,10
Hether,Sex Wax,43,0.722,0.85,1,-4.967,0,0.0542,0.000554,0.61,0.546,0.809,133.055,216677,4,1
Confusing Paradise,Skylla,34,0.533,0.942,10,-6.067,0,0.0722,3.90E-05,0.704,0.106,0.0469,120.012,258429,4,8
Nothing But Thieves,Sorry,63,0.667,0.776,8,-4.535,0,0.0281,0.00238,4.52E-05,0.134,0.519,128.005,214707,4,10
LCY,Decay,17,0.172,0.236,1,-17.666,1,0.0394,0.715,0.765,0.148,0.034,123.078,206222,4,6
Westlife,You Must Have Had A Broken Heart,,0.447,0.581,4,-4.513,1,0.0315,0.511,,0.126,0.261,143.798,4.026666667,4,9
KISS,I Was Made For Lovin' You,79,0.768,0.852,4,-6.215,1,0.038,0.214,7.36E-05,0.0723,0.867,128.373,271240,4,9
Aya Zahavi Feiglin,◊ú◊ê ◊ú◊ë◊õ◊ï◊™,25,0.541,0.458,2,-7.742,1,0.0257,0.216,0.00159,0.144,0.292,145.013,220410,4,9
Black Violin,Stereotypes,31,0.338,0.58,2,-8.703,0,0.0573,0.506,7.76E-05,0.147,0.262,157.801,209667,4,5
Kaiser Chiefs,Ruby,62,0.443,0.934,5,-3.398,0,0.0501,0.00604,6.66E-06,0.0779,0.401,93.43,202800,4,10
Sarit Hadad,◊ô◊ê◊ú◊ú◊î ◊ú◊ö ◊î◊ë◊ô◊™◊î ◊û◊ï◊ò◊ô,28,0.722,0.896,7,-4.581,0,0.0365,0.144,3.49E-06,0.196,0.928,114.008,201227,4,9
IMMERSE,With You,41,0.448,0.526,4,-8.513,0,0.0292,0.0069,0.139,0.208,0.119,100.007,186503,4,10
Ina Wroldsen,Haloes - Acoustic,52,0.801,0.383,3,-6.098,1,0.0323,0.826,,0.113,0.564,100.033,182502,4,9
Itzik Kala,◊û◊ê◊û◊ô ◊û◊ê◊û◊ô,20,0.78,0.603,2,-12.064,0,0.0376,0.22,2.39E-05,0.336,0.836,145.486,286800,4,9
The Vines,Outtathaway,45,0.505,0.948,7,-4.724,1,0.0659,0.00018,0.00313,0.128,0.594,133.561,182907,4,10
Villain of the Story,Animals,40,0.553,0.977,,-3.271,1,0.0629,0.000468,0.0397,0.0713,0.632,153.868,182338,4,8
Sentenced,Noose,45,0.53,0.893,7,-5.426,0,0.0704,0.00027,0.37,0.095,0.585,135.076,241267,4,8
Marianne Faithfull,It's All Over Now Baby Blue,53,0.651,0.414,2,-10.572,1,0.0301,0.524,0.00267,0.118,0.445,111.175,3.83266667,4,0
Infinity Ripple,Torn Apart,39,0.149,0.0366,1,-22.291,1,0.0382,0.755,0.88,0.121,0.121,89.643,3.009833333,3,7
Johnny B. Moore,Lonesome Blues,32,0.439,0.326,,-14.278,1,0.0348,0.448,0.000518,0.135,0.548,159.619,443053,3,2
Lil Skies,Ice Water (feat. Trippie Redd),66,0.712,0.671,4,-7.198,0,0.112,0.125,,0.0954,0.446,160.028,180325,4,9
Swamp Dogg,"Sleeping Without You Is a Dragg (feat. Justin Vernon, Jenny Lewis)",41,0.674,0.313,5,-11.384,1,0.0425,0.289,0.0803,0.091,0.514,77.019,241773,4,2
Savel,Forgetting - Tennyson Remix,36,0.348,0.45,6,-13.748,1,0.0501,0.37,0.947,0.137,0.141,171.042,212992,3,1
Rexx Life Raj,Aura (feat. Kojey Radical),48,0.731,0.693,1,-7.372,0,0.0893,0.603,0.0677,0.111,0.798,161.991,203033,4,5
Surfing,Enough,26,0.648,0.772,,-7.339,0,0.0445,0.504,0.0018,0.0379,0.944,91.999,177625,4,6
Kartell,Crossing Paths,44,0.827,0.745,4,-6.832,0,0.0443,0.0762,0.83,0.0753,0.387,115.047,244707,4,6
The Bloody Beetroots,My Name Is Thunder,54,0.457,0.95,2,-2.533,1,0.0776,0.000482,0.00189,0.141,0.27,128.034,167344,4,10
Trace Kotik,Hesitant,18,0.44,0.477,10,-11.709,1,0.0399,0.77,0.584,0.259,0.254,132.082,300816,4,6
Ov Sulfur,Behind the Hand of God,34,0.454,0.993,6,-2.521,1,0.205,0.00104,0.000315,0.36,0.149,130.032,200308,3,8
black midi,953,46,0.272,0.909,6,-4.921,1,0.111,0.00202,0.145,0.286,0.245,124.227,320667,4,10
Lauren Sanderson,QUEEN BEE,46,0.8,0.627,7,-8.477,1,0.0585,0.101,,0.19,0.862,120.036,148250,4,10
my bloody valentine,Soon,50,0.431,0.927,6,-9.072,0,0.0432,5.99E-06,0.869,0.42,0.632,109.55,419307,4,10
"Antonio Vivaldi, Raphael Wallfisch, City of London Sinfonia, Nicholas Kraemer","Cello Concerto in C Major, RV 398: II. Largo",34,0.352,0.03,9,-23.518,0,0.0401,0.979,0.838,0.109,0.22,114.834,1.75,3,7
Ouzo Bazooka,Space Camel,38,0.483,0.931,,-5.787,1,0.0319,0.00181,0.0427,0.236,0.887,91.575,397813,4,1
Joyner Lucas,Zim Zimma,65,0.883,0.621,11,-6.063,0,0.212,0.0871,,0.499,0.676,149.052,239702,4,5
Mabel,Boyfriend - Acoustic,40,0.651,0.623,11,-5.183,0,0.0368,0.476,,0.302,0.523,92.934,239840,4,9
Ozzy Osbourne,Crazy Train,20,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,4.93666667,4,10
Keith Jarrett Trio,I Thought About You,45,0.337,0.0281,5,-28.315,1,0.0327,0.89,0.325,0.184,0.0804,101.031,4.027783333,4,7
St. Vincent,The Melting Of The Sun,61,0.52,0.463,10,-10.429,1,0.0958,0.609,0.0014,0.426,0.469,159.931,257520,4,6
Michael Swissa,◊û◊°◊§◊® ◊ú◊ê ◊û◊ñ◊ï◊î◊î,28,0.866,0.438,2,-10.146,1,0.447,0.0851,,0.21,0.841,139.982,101303,4,5
Power Trip,Divine Apprehension,46,0.168,0.979,9,-3.963,0,0.184,8.44E-06,0.204,0.0644,0.153,169.925,257695,4,8
Good Health Good Wealth,Guinness - Edit,19,0.366,0.61,8,-9.472,0,0.0483,0.00144,0.507,0.101,0.216,152.047,208463,4,6
Grip,Chicken N Dumplins,52,0.677,0.596,4,-8.852,0,0.298,0.0798,,0.102,0.172,163.152,226174,4,5
Omer Adam,◊™◊¢◊†◊î ◊ú◊î,30,0.774,0.687,,-6.204,0,0.0629,0.154,1.52E-06,0.0984,0.53,115.931,211293,4,9
Advaita,Gamapani,6,0.677,0.736,4,-9.916,1,0.0432,0.274,0.146,0.195,0.974,129.933,1.365333333,4,0
New Order,Blue Monday,70,0.762,0.651,,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,4,1
Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),60,0.766,0.806,8,-10.011,1,0.0403,0.124,0.171,0.119,0.76,123.509,165227,4,1
FEVER 333,(The First Stone) Changes [feat. Yelawolf],37,0.689,0.869,2,-5.031,1,0.249,0.0124,4.57E-05,0.381,0.372,118.956,189743,4,10
Billie Holiday,Strange Fruit,61,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,192867,1,5
Chris Isaak,San Francisco Days,31,0.486,0.527,,-8.272,1,0.027,0.265,1.26E-05,0.158,0.534,133.993,2.994,4,0
Motorjesus,Hellbreaker,35,0.527,0.944,5,-4.763,0,0.0519,0.000105,,0.0915,0.534,125.009,247747,4,10
"Jubin Nautiyal, Gourov Dasgupta","Hanjugam (From ""Bhuj The Pride Of India"")",55,0.549,0.665,4,-3.603,1,0.0288,0.129,,0.0886,0.465,94.959,3.7571,4,3
The Teskey Brothers,Never Tear Us Apart,48,0.311,0.583,,-5.068,1,0.0343,0.846,0.172,0.124,0.324,188.873,204605,3,2
Carlos Cano,A Rafael de Le√≥n,19,0.404,0.266,4,-12.272,1,0.0399,0.958,2.72E-05,0.11,0.322,100.831,349240,4,9
Tui,La la la,26,0.576,0.749,1,-5.768,1,0.0308,0.0187,,0.122,0.434,95.999,241027,4,6
Little Milton,Guitar Man,15,0.623,0.675,5,-4.903,0,0.112,0.414,1.81E-06,0.0442,0.83,170.601,257560,4,2
Houston Stackhouse,Cool Drink Of Water,29,0.538,0.0814,5,-18.022,1,0.0788,0.989,0.000334,0.0935,0.26,174.765,196827,4,2
Parkway Drive,Carrion,58,0.228,0.969,6,-4.07,0,0.1,0.000275,,0.0982,0.428,155.212,187960,4,8
Fab Samperi,That's Alright,21,0.816,0.771,2,-6.414,1,0.0342,0.276,0.00242,0.157,0.893,109.965,161253,4,2
Wanda Jackson,Funnel Of Love,53,0.6,0.593,,-9.799,1,0.0452,0.726,,0.399,0.912,134.979,128427,4,6
The Pineapple Thief,Demons,40,0.607,0.503,1,-12.523,1,0.0283,0.116,0.183,0.0625,0.354,140.031,273921,4,10
The Red Jumpsuit Apparatus,Cat And Mouse,54,0.466,0.653,,-4.583,1,0.0298,0.0157,,0.263,0.205,143.034,208907,3,10
Green Day,Still Breathing,62,0.54,0.902,1,-3.577,1,0.0442,0.0142,,0.0756,0.692,75.033,224760,4,10
Shalom Gad,◊î◊î◊ï◊†◊ê◊î ◊©◊ú ◊î◊û◊ê◊î,20,0.353,0.546,11,-7.88,0,0.0307,0.255,,0.121,0.48,93.056,174683,4,6
Palm Reader,A Bird and Its Feathers,20,0.445,0.776,9,-7.21,1,0.0399,0.00237,0.799,0.0636,0.0503,134.895,392507,3,8
Not Dead Yet,Lord Huron,61,0.491,0.809,10,-7.68,1,0.0332,0.33,0.158,0.0874,0.656,74.008,2.9561,4,0
Kickin Valentina,End Of The Road,38,0.559,0.875,9,-6.894,1,0.0367,7.69E-06,0.0125,0.359,0.626,133.03,252213,4,10
Angel Bat Dawid,Harkening Etudes,22,0.622,0.394,10,-11.777,1,0.115,0.835,0.0181,0.182,0.243,120.089,1083755,5,6
Oliver Tree,Let Me Down,69,0.457,0.648,7,-5.762,1,0.0552,0.0114,1.69E-05,0.212,0.736,160.021,111210,4,10
Stroke 9,Little Black Backpack - Remastered,51,0.453,0.847,7,-4.918,1,0.0515,0.000136,,0.0988,0.319,118.077,224939,4,10
Sports,The Look,46,0.818,0.867,10,-4.864,0,0.0756,0.0725,0.842,0.0613,0.921,117.003,236496,4,1
Monta√±a,Andes,23,0.461,0.551,8,-8.121,0,0.0307,0.194,0.763,0.0916,0.212,158.088,209971,3,10
Imagine Dragons,Blank Space/Stand By Me - Live From Spotify London,63,0.774,0.553,9,-6.815,1,0.0823,0.379,,0.739,0.514,102.055,5.057233333,4,9
The Cold Stares,Head Bent,33,0.563,0.939,1,-7.322,1,0.061,0.000633,0.00673,0.287,0.587,112.48,154507,1,10
Coal Chamber,Sway,48,0.486,0.763,7,-6.719,1,0.111,0.00154,0.047,0.0612,0.342,133.929,215133,4,8
Avril Lavigne,Keep Holding On,65,0.162,0.786,7,-2.353,1,0.038,0.0374,,0.143,0.138,161.192,239907,3,10
Aya Zahavi Feiglin,◊í◊ô◊ò◊®◊î ◊ï◊§◊°◊†◊™◊®,27,0.594,0.554,,-6.215,0,0.0314,0.385,0.000603,0.0962,0.507,134.041,228215,4,10
Sam Hunt,Body Like A Back Road,75,0.732,0.458,5,-7.225,1,0.0311,0.447,,0.136,0.661,98.938,2.75645,4,4
Josh Turner,Would You Go With Me,76,0.605,0.864,6,-5.365,1,0.0292,0.13,0.000827,0.113,0.736,122.918,3.803116667,4,4
Wig Wam,Kilimanjaro,33,0.448,0.585,1,-12.226,1,0.0284,0.000604,0.546,0.0632,0.399,84.994,235727,4,8
Gary Moore,Parisienne Walkways,55,0.149,0.243,9,-13.188,0,0.0305,0.3,0.00506,0.12,0.215,174.451,200640,3,10
Sia,1+1,68,0.862,0.641,,-4.109,1,0.0442,0.12,1.04E-05,0.336,0.674,109.998,178656,4,9
Blackstratblues,Tiny Bit of Sky,27,0.488,0.327,7,-11.4,1,0.0293,0.858,0.759,0.206,0.2,175.945,319652,4,6
BROCKHAMPTON,BUZZCUT (feat. Danny Brown),66,0.717,0.758,2,-5.576,0,0.268,0.0791,7.08E-06,0.293,0.252,91.983,201160,4,5
gabriel black,king of the nosebleeds,57,0.549,0.502,10,-6.781,1,0.0308,0.339,,0.122,0.371,157.041,162997,4,9
David Keenan,The Healing,17,0.396,0.415,6,-7.271,0,0.0715,0.571,1.83E-05,0.0894,0.539,166.706,200920,4,1
Ikiatari,Gatatttack!,25,0.466,0.654,3,-7.545,0,0.0346,0.337,0.331,0.123,0.693,156.874,204906,4,10
Mountain,"Waiting To Take You Away - Live at Woodstock, Bethel, NY - August 1969",25,0.255,0.586,7,-8.314,1,0.044,0.147,0.0171,0.97,0.334,164.121,279840,4,10
Spock's Beard,To Breathe Another Day,29,0.468,0.967,2,-5.143,1,0.0884,0.00364,0.00013,0.519,0.486,140.029,338093,1,10
Ghostemane,Lazaretto,59,0.542,0.923,9,-5.924,1,0.306,0.00334,0.505,0.397,0.321,149.883,113333,4,10
The Naked And Famous,Punching In A Dream,62,0.473,0.883,6,-3.65,1,0.047,0.00201,0.000967,0.142,0.164,115.048,238133,4,6
Syberia,Empire of Oppression,29,0.369,0.897,7,-8.644,1,0.0528,3.06E-05,0.732,0.0805,0.255,169.985,367547,4,8
Omer Adam,◊ï◊ï◊ê◊ô,38,0.603,0.499,11,-7.448,0,0.035,0.523,,0.091,0.331,144.005,188241,4,9
Yuval Banay,◊î◊ó◊ô◊ô◊ù ◊ñ◊î ◊¢◊õ◊©◊ô◊ï,18,0.656,0.928,5,-3.757,0,0.114,0.158,,0.0596,0.821,131.916,245909,4,10
P.O.D.,Alive - 2006 Remaster,57,0.409,0.952,2,-3.761,0,0.0756,1.23E-05,0.000156,0.31,0.55,80.899,203693,4,8
The Jesus and Mary Chain,Reverence,,0.444,0.991,11,-5.412,0,0.101,1.65E-05,0.787,0.118,0.665,104.882,220693,4,10
Sarit Hadad,◊õ◊õ◊î ◊ë◊ú◊ô ◊©◊ú◊ï◊ù,47,0.63,0.496,8,-9.303,0,0.0339,0.319,,0.0821,0.419,139.878,223071,4,9
Yuval Dayan,◊ê◊ó◊õ◊î ◊ú◊ö,33,0.533,0.415,1,-10.708,0,0.0454,0.879,0.000488,0.141,0.264,137.571,234900,4,9
Meshuggah,Bleed,60,0.242,0.998,3,-5.64,0,0.0895,8.12E-06,0.88,0.284,0.18,114.831,442733,4,8
Weezer,Hash Pipe,5,0.578,0.883,7,-6.354,1,0.0439,0.000123,0.459,0.284,0.627,125.603,186533,4,6
Carson Beyer,Bones,50,0.423,0.748,7,-3.681,1,0.0318,0.0343,,0.218,0.144,175.948,237923,4,10
Future Islands,For Sure,59,0.587,0.766,10,-5.735,1,0.0305,0.0406,0.249,0.0833,0.758,134.977,205246,4,6
Citizen King,Better Days (And the Bottom Drops Out),58,0.758,0.896,9,-3.311,1,0.0501,0.173,3.18E-05,0.136,0.797,94.911,207027,4,10
Tears For Fears,Woman In Chains,68,0.434,0.609,5,-8.295,1,0.0306,0.0232,0.00108,0.0557,0.372,159.994,391000,4,10
Imperio Argentina,Falsa Moneda,23,0.554,0.431,7,-5.89,1,0.0962,0.912,7.54E-05,0.397,0.418,116.303,217133,4,9
Allman Brothers Band,Blue Sky,63,0.491,0.47,4,-13.45,1,0.0264,0.747,0.747,0.128,0.846,93.964,311704,4,10
Brooks & Dunn,Play Something Country,59,0.685,0.909,,-3.797,1,0.032,0.0782,1.25E-06,0.369,0.864,115.043,3.259783333,4,4
Black Pistol Fire,Fleet Foot,38,0.335,0.959,7,-3.864,1,0.258,0.0117,,0.157,0.207,106.685,196360,4,10
Walking On Cars,Catch Me If You Can,50,0.508,0.844,2,-5.989,1,0.0454,0.00329,0.093,0.118,0.303,129.031,261491,4,10
Kills Birds,Volcano,38,0.274,0.984,7,-3.378,1,0.29,0.00155,0.0503,0.314,0.359,169.235,168824,4,10
Clairy Browne & The Bangin' Rackettes,Love Letter,37,0.598,0.871,3,-3.614,0,0.102,0.535,,0.0801,0.544,126.856,184640,4,9
Frances Forever,space girl (feat. chloe moriondo),58,0.661,0.407,9,-8.643,1,0.0295,0.566,0.000116,0.185,0.227,125.993,232600,4,9
Eric Von Schmidt,Turtle Beach,35,0.535,0.141,5,-16.568,1,0.0325,0.968,0.0738,0.0932,0.536,95.664,233933,4,2
The Magnetic Fields,The Book of Love,32,0.485,0.262,7,-13.286,1,0.0263,0.978,5.99E-05,0.117,0.332,98.536,2.70688333,4,0
The Cash Box Kings,The Wine Talkin',17,0.627,0.859,9,-3.334,1,0.0975,0.722,,0.315,0.807,123.179,229507,4,2
NanowaR of Steel,Uranus (feat. Michael Starr),39,0.549,0.92,8,-6.046,1,0.0497,0.00105,3.52E-05,0.0322,0.41,101.955,253390,4,8
Walter Egan,Magnet and Steel,29,0.768,0.331,1,-14.248,0,0.0321,0.653,2.89E-05,0.0943,0.52,114.037,208107,3,10
Pretty Sick,Bet My Blood,1,0.423,0.984,9,-4.261,0,0.1,2.29E-05,0.00676,0.321,0.199,103.218,179785,4,6
Toby Keith,As Good As I Once Was,69,0.68,0.87,5,-4.461,1,0.0393,0.266,,0.109,0.646,119.075,3.797333333,4,4
Carey Bell,Everything's Gonna Be All Right,34,0.692,0.625,,-10.375,1,0.0362,0.883,0.0888,0.282,0.842,118.774,279800,4,2
L.A. Guns,The Ballad Of Jayne,53,0.474,0.369,6,-14.216,1,0.0296,0.0291,5.86E-05,0.128,0.156,61.207,274107,4,8
Eddie Bo,Hard Times,,0.533,0.417,5,-14.248,1,0.0402,0.607,,0.252,0.739,143.935,148082,4,2
I Prevail,Every Time You Leave,63,0.473,0.749,1,-5.047,0,0.0287,0.000466,5.50E-06,0.0883,0.167,150.022,216627,4,10
The Black Keys,Crawling Kingsnake - Edit,56,0.395,0.824,5,-5.659,0,0.0317,0.0516,0.395,0.206,0.514,83.422,232049,4,1
London Grammar,Wasting My Young Years,30,0.547,0.303,5,-10.344,0,0.0347,0.838,0.000615,0.0982,0.109,126.882,204246,4,6
Temples,Shelter Song,47,0.493,0.898,9,-3.321,1,0.0372,0.000219,0.000109,0.173,0.536,126.054,190558,4,1
THE SCOTTS,THE SCOTTS,82,0.716,0.537,,-7.648,0,0.0514,0.233,,0.157,0.28,129.979,165978,4,9
Rose Cousins,Chains,42,0.381,0.593,2,-7.376,1,0.0382,0.396,0.00245,0.113,0.477,79.848,194571,4,2
Semisonic,Secret Smile,59,0.551,0.516,10,-9.587,0,0.027,0.289,0.00015,0.0853,0.547,99.045,279813,4,10
Betcha,July,55,0.607,0.658,6,-5.552,0,0.0262,0.0103,0.0224,0.0537,0.567,99.983,207587,4,10
Young Stoner Life,Solid (feat. Drake),86,0.887,0.485,11,-9.358,0,0.2,0.0392,,0.141,0.328,125.987,215693,4,5
Nirvana,The Man Who Sold The World,74,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,4,10
IOU,Olivia Chaney,23,0.509,0.289,4,-8.3,1,0.0286,0.88,0.0036,0.111,0.156,158.799,4.05045,3,0
"Ivan Bielsa, Timothy Reiger",Blue In Green,40,0.567,0.123,5,-16.546,1,0.0594,0.969,0.848,0.111,0.0492,113.205,2.490833333,4,7
Armlock,Turf War,27,0.694,0.379,2,-14.014,1,0.0301,0.835,0.869,0.111,0.346,79.981,200020,4,6
Atreyu,Catastrophe,59,0.54,0.968,5,-3.167,1,0.0766,0.00429,1.20E-05,0.111,0.354,130.015,164867,4,10
The Killers,Be Still,55,0.548,0.254,3,-8.981,1,0.0314,0.59,1.55E-05,0.0937,0.0386,143.769,273240,4,10
Benny Carter,Crazy Rhythm,12,0.634,0.637,7,-8.07,0,0.0542,0.272,0.251,0.0874,0.839,118.997,3.398883333,4,7
Cedric Burnside,Coldwater,34,0.604,0.612,4,-6.92,1,0.0262,0.314,4.39E-05,0.104,0.375,102.969,247145,4,2
Lando Burch,Disco Dad,37,0.672,0.808,,-6.657,1,0.325,2.74E-05,0.666,0.0655,0.646,123.053,300488,4,6
Electric Enemy,Heartache Melody,42,0.393,0.926,1,-2.368,0,0.116,0.00195,0.0287,0.371,0.36,145.92,172140,4,10
Seaway,Mrs. David,48,0.537,0.943,11,-4.505,1,0.0707,0.000132,6.16E-05,0.204,0.477,130.034,201500,4,10
Slash,"Sweet Child O' Mine (feat. Myles Kennedy and The Conspirators) - Live at Spotify, London",58,0.566,0.538,6,-5.729,1,0.0346,0.406,0.000497,0.979,0.315,121.154,396968,4,10
Lloyd Cole and the Commotions,Rattlesnakes,49,0.457,0.884,9,-9.954,1,0.0675,0.02,4.17E-05,0.09,0.682,151.747,207427,4,6
The Black Crowes,Waitin' Guilty,42,0.359,0.938,,-4.182,1,0.0773,0.00364,9.04E-06,0.0972,0.378,113.468,184720,4,10
Advaita,Mere Yaar,23,0.578,0.455,11,-11.265,1,0.0252,0.813,0.0532,0.112,0.217,99.988,3.763333333,4,0
Shlomo Artzi,◊û◊†◊í◊ë ◊ú◊ö ◊™'◊ì◊û◊¢◊ï◊™,37,0.552,0.57,1,-6.973,0,0.0274,0.71,2.18E-06,0.0886,0.734,147.268,187413,4,10
Nitin Sawhney,The Namesake Reprise,27,0.524,0.224,2,-11.612,1,0.0327,0.896,0.686,0.0937,0.148,130.093,304080,4,6
Years & Years,Starstruck,74,0.555,0.879,9,-2.484,0,0.0983,0.011,,0.298,0.691,113.852,207755,4,9
Ludacris,Stand Up,3,0.754,0.854,6,-4.192,1,0.328,0.344,,0.0825,0.772,99.095,216341,4,5
Onslaught,Strike Fast Strike Hard,34,0.469,0.975,,-6.912,0,0.0706,2.87E-06,0.0851,0.293,0.502,105.003,278400,4,8
Pixies,Wave of Mutilation,59,0.642,0.355,5,-14.196,1,0.0329,0.0951,3.44E-05,0.0865,0.725,180.26,180133,4,10
ONR,It Gets To A Point,45,0.545,0.964,1,-4.326,1,0.0565,0.000114,3.87E-06,0.0842,0.698,142.002,233439,4,10
Kid Ink,Red Light,55,0.829,0.619,9,-8.275,0,0.0996,0.0871,1.30E-06,0.119,0.217,102.025,160161,4,5
Points of Conception,Transformation,23,0.441,0.984,,-3.449,1,0.167,7.71E-05,,0.0581,0.135,120.023,201625,4,8
Tommy Johnson,Canned Heat Blues,32,0.747,0.162,2,-16.498,1,0.031,0.964,0.000291,0.132,0.716,93.09,219141,1,2
Guns N' Roses,Paradise City,77,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,6.76066667,4,10
Omer Adam,◊§◊¢◊ù ◊ë◊ó◊ô◊ô◊ù,41,0.718,0.304,9,-10.176,1,0.0688,0.772,,0.141,0.556,99.788,243187,4,9
The Dandy Warhols,Ride,33,0.11,0.729,9,-7.247,1,0.0395,0.000413,0.137,0.108,0.498,182.476,249963,4,10
Me And That Man,My Church Is Black,40,0.38,0.843,4,-2.939,0,0.0346,0.0279,0.519,0.113,0.306,106.149,178987,4,2
The Mayries,Voices,48,0.481,0.175,11,-15.214,1,0.03,0.882,,0.114,0.207,110.224,186129,4,9
Yonatan Rozen,◊ê◊ï◊ò◊ï◊û◊ï◊ë◊ô◊ú,33,0.765,0.813,2,-4.76,1,0.0398,0.102,,0.0701,0.624,94.088,217200,4,6
Johnny Cash,One Piece at a Time,58,0.721,0.539,10,-14.064,1,0.351,0.685,,0.282,0.963,102.648,241813,4,10
